smiles,fitness,generation
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4c3[nH]ccc34)c2[nH]1                 ,-100.0,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3ncncn3)c2[nH]1                          ,7.967800000000002,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4cc[nH]c34)c2[nH]1                   ,10.325599999999994,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4cc[se]c34)c2[nH]1                   ,10.054499999999994,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4ccsc34)c2o1                         ,11.323899999999995,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4c3[SiH2]C=C4)c2o1                   ,8.887599999999996,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4ccoc34)c2[nH]1                      ,10.590499999999995,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4[nH]ccc34)c2[nH]1                   ,10.325599999999994,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3cncs3)c2[nH]1                           ,9.239299999999995,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3cncs3)c2[nH]1                           ,9.239299999999995,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4[se]ccc34)c2[nH]1                   ,10.054499999999994,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4[se]ccc34)c2[nH]1                   ,10.054499999999994,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4ccoc34)c2o1                         ,10.855399999999996,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4cc[nH]c34)c2[nH]1                   ,10.325599999999994,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4occc34)c2[nH]1                      ,10.590499999999995,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)scc2[se]1                                     ,7.844700000000002,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3ncncn3)c2o1                             ,8.232700000000001,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4sccc34)c2o1                         ,11.323899999999995,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)ccc(-c3scc4cc[nH]c34)c2c1                     ,-100.0,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3cncs3)c2[nH]1                           ,9.239299999999995,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3ccc[se]3)c2[nH]1                        ,8.839799999999999,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3cncs3)c2o1                              ,9.504199999999996,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4[se]ccc34)c2o1                      ,10.319399999999995,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3cncs3)c2[nH]1                           ,9.239299999999995,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4[se]ccc34)c2o1                      ,10.319399999999995,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3cncc4nsnc34)c2[nH]1                     ,9.182499999999996,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3cncc4nsnc34)c2[nH]1                     ,9.182499999999996,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4sccc34)c2[se]1                      ,10.787899999999993,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3cncs3)c2[nH]1                           ,9.239299999999995,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4ccoc34)c2C1                         ,10.678499999999993,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3cncs3)c2[nH]1                           ,9.239299999999995,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3cncc4nsnc34)c2o1                        ,9.447399999999995,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3ncncn3)c2c1                             ,-100.0,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4ccoc34)c2[nH]1                      ,10.590499999999995,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3cncs3)c2[se]1                           ,8.968199999999996,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)scc2[nH]1                                     ,8.115800000000002,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3cncs3)c2c1                              ,-100.0,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4ccoc34)c2[nH]1                      ,10.590499999999995,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4c3C=C[SiH2]4)c2c1                   ,-100.0,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3cncs3)c2[nH]1                           ,9.239299999999995,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4ccoc34)c2[nH]1                      ,10.590499999999995,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3cncs3)c2[se]1                           ,8.968199999999996,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3cncs3)c2[nH]1                           ,9.239299999999995,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3cncs3)c2c1                              ,-100.0,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4sccc34)c2[nH]1                      ,11.058999999999994,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)scc2o1                                        ,8.3807,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3cncs3)c2c1                              ,-100.0,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(oc3ccc[nH]3)c2[nH]1                        ,-100.0,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4occc34)c2[nH]1                      ,10.590499999999995,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3cncs3)c2[nH]1                           ,9.239299999999995,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4ccoc34)sc(-c3cncc4nsnc34)c2c1                        ,-100.0,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4[nH]ccc34)c2[nH]1                   ,10.325599999999994,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4ccoc34)scc2[nH]1                                     ,7.647300000000001,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4[se]ccc34)sc(-c3ncncn3)c2[nH]1                       ,6.963300000000002,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4[se]ccc34)sc(-c3scc4occc34)c2o1                      ,9.850899999999996,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4[se]ccc34)sc(-c3ncncn3)c2[nH]1                       ,6.963300000000002,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4cc[se]c34)sc(-c3scc4sccc34)c2[nH]1                   ,10.054499999999994,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3cncs3)c2o1                              ,9.504199999999996,0
c1cc2c(-c3sc(-c4scc5ccsc45)c4nccnc34)sc(-c3scc4[se]ccc34)c2o1                     ,9.047899999999995,0
